province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Tasmania,Australia,2021-08-25,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-25,-37.8136,144.9631,POINT(144.9631 -37.8136),21694,820,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-25,-31.9505,115.8605,POINT(115.8605 -31.9505),1084,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-08-26,-35.4735,149.0124,POINT(149.0124 -35.4735),335,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-08-26,-33.8688,151.2093,POINT(151.2093 -33.8688),22346,135,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-08-26,-12.4634,130.8456,POINT(130.8456 -12.4634),201,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-08-26,-27.4698,153.0251,POINT(153.0251 -27.4698),1973,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-08-26,-34.9285,138.6007,POINT(138.6007 -34.9285),870,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-08-26,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-26,-37.8136,144.9631,POINT(144.9631 -37.8136),21772,820,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-26,-31.9505,115.8605,POINT(115.8605 -31.9505),1084,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-08-27,-35.4735,149.0124,POINT(149.0124 -35.4735),361,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-08-27,-33.8688,151.2093,POINT(151.2093 -33.8688),23372,137,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-08-27,-12.4634,130.8456,POINT(130.8456 -12.4634),201,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-08-27,-27.4698,153.0251,POINT(153.0251 -27.4698),1977,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-08-27,-34.9285,138.6007,POINT(138.6007 -34.9285),870,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-08-27,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-27,-37.8136,144.9631,POINT(144.9631 -37.8136),21835,820,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-27,-31.9505,115.8605,POINT(115.8605 -31.9505),1084,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-08-28,-35.4735,149.0124,POINT(149.0124 -35.4735),374,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-08-28,-33.8688,151.2093,POINT(151.2093 -33.8688),24585,143,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-08-28,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-08-28,-27.4698,153.0251,POINT(153.0251 -27.4698),1977,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-08-28,-34.9285,138.6007,POINT(138.6007 -34.9285),871,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-08-28,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-28,-37.8136,144.9631,POINT(144.9631 -37.8136),21926,820,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-28,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-08-29,-35.4735,149.0124,POINT(149.0124 -35.4735),386,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-08-29,-33.8688,151.2093,POINT(151.2093 -33.8688),25857,147,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-08-29,-12.4634,130.8456,POINT(130.8456 -12.4634),201,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-08-29,-27.4698,153.0251,POINT(153.0251 -27.4698),1979,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-08-29,-34.9285,138.6007,POINT(138.6007 -34.9285),871,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-08-29,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-29,-37.8136,144.9631,POINT(144.9631 -37.8136),21996,820,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-29,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-08-30,-35.4735,149.0124,POINT(149.0124 -35.4735),398,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-08-30,-33.8688,151.2093,POINT(151.2093 -33.8688),27026,150,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-08-30,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-08-30,-27.4698,153.0251,POINT(153.0251 -27.4698),1979,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-08-30,-34.9285,138.6007,POINT(138.6007 -34.9285),871,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-08-30,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-30,-37.8136,144.9631,POINT(144.9631 -37.8136),22071,820,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-30,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-08-31,-35.4735,149.0124,POINT(149.0124 -35.4735),421,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-08-31,-33.8688,151.2093,POINT(151.2093 -33.8688),28111,154,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-08-31,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-08-31,-27.4698,153.0251,POINT(153.0251 -27.4698),1980,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-08-31,-34.9285,138.6007,POINT(138.6007 -34.9285),871,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-08-31,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-08-31,-37.8136,144.9631,POINT(144.9631 -37.8136),22187,822,,,,,"Victoria, Australia"
Western Australia,Australia,2021-08-31,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-01,-35.4735,149.0124,POINT(149.0124 -35.4735),433,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-01,-33.8688,151.2093,POINT(151.2093 -33.8688),29390,161,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-01,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-01,-27.4698,153.0251,POINT(153.0251 -27.4698),1982,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-01,-34.9285,138.6007,POINT(138.6007 -34.9285),871,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-01,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-01,-37.8136,144.9631,POINT(144.9631 -37.8136),22361,822,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-01,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-02,-35.4735,149.0124,POINT(149.0124 -35.4735),451,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-02,-33.8688,151.2093,POINT(151.2093 -33.8688),30807,173,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-02,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-02,-27.4698,153.0251,POINT(153.0251 -27.4698),1982,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-02,-34.9285,138.6007,POINT(138.6007 -34.9285),875,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-02,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-02,-37.8136,144.9631,POINT(144.9631 -37.8136),22570,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-02,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-03,-35.4735,149.0124,POINT(149.0124 -35.4735),483,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-03,-33.8688,151.2093,POINT(151.2093 -33.8688),32323,177,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-03,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-03,-27.4698,153.0251,POINT(153.0251 -27.4698),1984,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-03,-34.9285,138.6007,POINT(138.6007 -34.9285),877,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-03,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-03,-37.8136,144.9631,POINT(144.9631 -37.8136),22759,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-03,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-04,-35.4735,149.0124,POINT(149.0124 -35.4735),498,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-04,-33.8688,151.2093,POINT(151.2093 -33.8688),33792,180,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-04,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-04,-27.4698,153.0251,POINT(153.0251 -27.4698),1985,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-04,-34.9285,138.6007,POINT(138.6007 -34.9285),879,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-04,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-04,-37.8136,144.9631,POINT(144.9631 -37.8136),22942,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-04,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-05,-35.4735,149.0124,POINT(149.0124 -35.4735),509,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-05,-33.8688,151.2093,POINT(151.2093 -33.8688),35064,185,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-05,-12.4634,130.8456,POINT(130.8456 -12.4634),202,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-05,-27.4698,153.0251,POINT(153.0251 -27.4698),1991,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-05,-34.9285,138.6007,POINT(138.6007 -34.9285),880,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-05,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-05,-37.8136,144.9631,POINT(144.9631 -37.8136),23188,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-05,-31.9505,115.8605,POINT(115.8605 -31.9505),1086,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-06,-35.4735,149.0124,POINT(149.0124 -35.4735),528,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-06,-33.8688,151.2093,POINT(151.2093 -33.8688),36267,193,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-06,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-06,-27.4698,153.0251,POINT(153.0251 -27.4698),1991,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-06,-34.9285,138.6007,POINT(138.6007 -34.9285),881,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-06,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-06,-37.8136,144.9631,POINT(144.9631 -37.8136),23429,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-06,-31.9505,115.8605,POINT(115.8605 -31.9505),1087,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-07,-35.4735,149.0124,POINT(149.0124 -35.4735),548,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-07,-33.8688,151.2093,POINT(151.2093 -33.8688),37724,201,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-07,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-07,-27.4698,153.0251,POINT(153.0251 -27.4698),1991,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-07,-34.9285,138.6007,POINT(138.6007 -34.9285),888,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-07,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-07,-37.8136,144.9631,POINT(144.9631 -37.8136),23641,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-07,-31.9505,115.8605,POINT(115.8605 -31.9505),1087,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-08,-35.4735,149.0124,POINT(149.0124 -35.4735),563,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-08,-33.8688,151.2093,POINT(151.2093 -33.8688),39108,207,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-08,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-08,-27.4698,153.0251,POINT(153.0251 -27.4698),1992,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-08,-34.9285,138.6007,POINT(138.6007 -34.9285),889,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-08,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-08,-37.8136,144.9631,POINT(144.9631 -37.8136),23964,823,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-08,-31.9505,115.8605,POINT(115.8605 -31.9505),1088,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-09,-35.4735,149.0124,POINT(149.0124 -35.4735),587,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-09,-33.8688,151.2093,POINT(151.2093 -33.8688),40616,216,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-09,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-09,-27.4698,153.0251,POINT(153.0251 -27.4698),1995,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-09,-34.9285,138.6007,POINT(138.6007 -34.9285),891,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-09,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-09,-37.8136,144.9631,POINT(144.9631 -37.8136),24297,824,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-09,-31.9505,115.8605,POINT(115.8605 -31.9505),1088,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-10,-35.4735,149.0124,POINT(149.0124 -35.4735),602,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-10,-33.8688,151.2093,POINT(151.2093 -33.8688),42219,224,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-10,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-10,-27.4698,153.0251,POINT(153.0251 -27.4698),2002,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-10,-34.9285,138.6007,POINT(138.6007 -34.9285),891,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-10,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-10,-37.8136,144.9631,POINT(144.9631 -37.8136),24747,824,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-10,-31.9505,115.8605,POINT(115.8605 -31.9505),1088,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-11,-35.4735,149.0124,POINT(149.0124 -35.4735),617,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-11,-33.8688,151.2093,POINT(151.2093 -33.8688),43436,231,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-11,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-11,-27.4698,153.0251,POINT(153.0251 -27.4698),2003,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-11,-34.9285,138.6007,POINT(138.6007 -34.9285),892,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-11,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-11,-37.8136,144.9631,POINT(144.9631 -37.8136),25128,824,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-11,-31.9505,115.8605,POINT(115.8605 -31.9505),1089,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-12,-35.4735,149.0124,POINT(149.0124 -35.4735),630,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-12,-33.8688,151.2093,POINT(151.2093 -33.8688),44674,238,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-12,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-12,-27.4698,153.0251,POINT(153.0251 -27.4698),2007,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-12,-34.9285,138.6007,POINT(138.6007 -34.9285),894,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-12,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-12,-37.8136,144.9631,POINT(144.9631 -37.8136),25591,824,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-12,-31.9505,115.8605,POINT(115.8605 -31.9505),1089,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-13,-35.4735,149.0124,POINT(149.0124 -35.4735),652,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-13,-33.8688,151.2093,POINT(151.2093 -33.8688),45782,240,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-13,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-13,-27.4698,153.0251,POINT(153.0251 -27.4698),2009,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-13,-34.9285,138.6007,POINT(138.6007 -34.9285),895,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-13,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-13,-37.8136,144.9631,POINT(144.9631 -37.8136),26036,826,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-13,-31.9505,115.8605,POINT(115.8605 -31.9505),1089,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-14,-35.4735,149.0124,POINT(149.0124 -35.4735),665,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-14,-33.8688,151.2093,POINT(151.2093 -33.8688),47007,252,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-14,-12.4634,130.8456,POINT(130.8456 -12.4634),203,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-14,-27.4698,153.0251,POINT(153.0251 -27.4698),2010,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-14,-34.9285,138.6007,POINT(138.6007 -34.9285),896,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-14,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-14,-37.8136,144.9631,POINT(144.9631 -37.8136),26439,828,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-14,-31.9505,115.8605,POINT(115.8605 -31.9505),1089,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-15,-35.4735,149.0124,POINT(149.0124 -35.4735),680,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-15,-33.8688,151.2093,POINT(151.2093 -33.8688),48341,264,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-15,-12.4634,130.8456,POINT(130.8456 -12.4634),204,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-15,-27.4698,153.0251,POINT(153.0251 -27.4698),2013,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-15,-34.9285,138.6007,POINT(138.6007 -34.9285),896,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-15,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-15,-37.8136,144.9631,POINT(144.9631 -37.8136),26942,828,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-15,-31.9505,115.8605,POINT(115.8605 -31.9505),1089,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-16,-35.4735,149.0124,POINT(149.0124 -35.4735),710,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-16,-33.8688,151.2093,POINT(151.2093 -33.8688),49611,276,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-16,-12.4634,130.8456,POINT(130.8456 -12.4634),204,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-16,-27.4698,153.0251,POINT(153.0251 -27.4698),2014,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-16,-34.9285,138.6007,POINT(138.6007 -34.9285),898,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-16,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-16,-37.8136,144.9631,POINT(144.9631 -37.8136),27439,829,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-16,-31.9505,115.8605,POINT(115.8605 -31.9505),1089,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-17,-35.4735,149.0124,POINT(149.0124 -35.4735),725,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-17,-33.8688,151.2093,POINT(151.2093 -33.8688),50919,282,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-17,-12.4634,130.8456,POINT(130.8456 -12.4634),204,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-17,-27.4698,153.0251,POINT(153.0251 -27.4698),2015,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-17,-34.9285,138.6007,POINT(138.6007 -34.9285),898,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-17,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-17,-37.8136,144.9631,POINT(144.9631 -37.8136),27968,830,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-17,-31.9505,115.8605,POINT(115.8605 -31.9505),1092,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-18,-35.4735,149.0124,POINT(149.0124 -35.4735),742,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-18,-33.8688,151.2093,POINT(151.2093 -33.8688),51986,295,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-18,-12.4634,130.8456,POINT(130.8456 -12.4634),204,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-18,-27.4698,153.0251,POINT(153.0251 -27.4698),2015,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-18,-34.9285,138.6007,POINT(138.6007 -34.9285),898,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-18,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-18,-37.8136,144.9631,POINT(144.9631 -37.8136),28456,831,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-18,-31.9505,115.8605,POINT(115.8605 -31.9505),1092,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-19,-35.4735,149.0124,POINT(149.0124 -35.4735),749,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-19,-33.8688,151.2093,POINT(151.2093 -33.8688),52922,299,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-19,-12.4634,130.8456,POINT(130.8456 -12.4634),206,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-19,-27.4698,153.0251,POINT(153.0251 -27.4698),2017,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-19,-34.9285,138.6007,POINT(138.6007 -34.9285),898,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-19,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-19,-37.8136,144.9631,POINT(144.9631 -37.8136),29008,832,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-19,-31.9505,115.8605,POINT(115.8605 -31.9505),1093,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-20,-35.4735,149.0124,POINT(149.0124 -35.4735),765,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-20,-33.8688,151.2093,POINT(151.2093 -33.8688),53898,309,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-20,-12.4634,130.8456,POINT(130.8456 -12.4634),206,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-20,-27.4698,153.0251,POINT(153.0251 -27.4698),2018,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-20,-34.9285,138.6007,POINT(138.6007 -34.9285),898,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-20,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-20,-37.8136,144.9631,POINT(144.9631 -37.8136),29596,833,,,,,"Victoria, Australia"
Western Australia,Australia,2021-09-20,-31.9505,115.8605,POINT(115.8605 -31.9505),1094,9,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2021-09-21,-35.4735,149.0124,POINT(149.0124 -35.4735),782,3,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-09-21,-33.8688,151.2093,POINT(151.2093 -33.8688),54919,314,,,,,"New South Wales, Australia"
Northern Territory,Australia,2021-09-21,-12.4634,130.8456,POINT(130.8456 -12.4634),206,0,,,,,"Northern Territory, Australia"
Queensland,Australia,2021-09-21,-27.4698,153.0251,POINT(153.0251 -27.4698),2019,7,,,,,"Queensland, Australia"
South Australia,Australia,2021-09-21,-34.9285,138.6007,POINT(138.6007 -34.9285),898,4,,,,,"South Australia, Australia"
Tasmania,Australia,2021-09-21,-42.8821,147.3272,POINT(147.3272 -42.8821),235,13,,,,,"Tasmania, Australia"
Victoria,Australia,2021-09-21,-37.8136,144.9631,POINT(144.9631 -37.8136),30216,836,,,,,"Victoria, Australia"
